	#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	Taxonomy
257392	GCF_028018845.1	PRJNA990707	SAMN22787412	JAQMCQ000000000.1	reference genome	44398	44398	Melospiza georgiana	na	bMelGeo1	latest	Chromosome	Major	Full	2023/01/31	bMelGeo1.pri	Vertebrate Genomes Project	GCA_028018845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/018/845/GCF_028018845.1_bMelGeo1.pri	na	na	na	haploid	vertebrate_other	1162015399	1160782308	43.0	36	40	40	NCBI RefSeq	GCF_028018845.1-RS_2023_07	2023-07-03	17000	15448	1242	na	Birds
258668	GCF_028389875.1	PRJNA1054191	SAMN32606345	JAQOLV000000000.1	reference genome	8795	8795	Rhea pennata	na	bPtePen1	latest	Chromosome	Major	Full	2023/02/06	bPtePen1.pri	Vertebrate Genomes Project	GCA_028389875.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/389/875/GCF_028389875.1_bPtePen1.pri	na	na	na	haploid	vertebrate_other	1269000025	1267548352	42.5	40	179	179	NCBI RefSeq	GCF_028389875.1-RS_2023_12	2023-12-20	19550	16410	2853	11370967	Birds
259639	GCF_028500815.1	PRJNA940128	SAMN32104255	JAPUFG000000000.1	reference genome	75485	75485	Rissa tridactyla	na	bRisTri1	latest	Chromosome	Major	Full	2023/02/09	bRisTri1.patW.cur.20221130	Vertebrate Genomes Project	GCA_028500815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/500/815/GCF_028500815.1_bRisTri1.patW.cur.20221130	na	na	na	haploid	vertebrate_other	1353621101	1352834728	44.5	32	716	716	NCBI RefSeq	GCF_028500815.1-RS_2023_03	2023-03-08	19635	16534	2794	na	Birds
261698	GCF_028769735.1	PRJNA1102008	SAMN31812169	JAPPSN000000000.2	reference genome	257770	44393	Zonotrichia leucophrys gambelii	na	GWCS_2022_RI	latest	Chromosome	Major	Full	2023/12/27	RI_Zleu_2.0	The Roslin institute	GCA_028769735.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/769/735/GCF_028769735.1_RI_Zleu_2.0	na	na	na	haploid	vertebrate_other	1123996003	1123969642	43.0	32	3792	3792	NCBI RefSeq	GCF_028769735.1-RS_2024_04	2024-04-24	19936	16563	3071	38238322	Birds
262000	GCF_028858705.1	PRJNA950963	SAMN32775697	JARBUS000000000.1	reference genome	9117	9117	Grus americana	na	bGruAme1	latest	Chromosome	Major	Full	2023/02/24	bGruAme1.mat	Vertebrate Genomes Project	GCA_028858705.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/858/705/GCF_028858705.1_bGruAme1.mat	na	na	na	haploid	vertebrate_other	1257821324	1253145154	43.0	40	929	929	NCBI RefSeq	GCF_028858705.1-RS_2023_03	2023-03-31	20835	17399	3119	na	Birds
262001	GCF_028858725.1	PRJNA1057818	SAMN33339572	JARBXP000000000.1	reference genome	57412	57412	Colius striatus	na	bColStr4	latest	Chromosome	Major	Full	2023/02/24	bColStr4.1.hap1	Vertebrate Genomes Project	GCA_028858725.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/858/725/GCF_028858725.1_bColStr4.1.hap1	na	na	na	haploid	vertebrate_other	1212464869	1206617144	42.5	32	190	190	NCBI RefSeq	GCF_028858725.1-RS_2023_12	2023-12-28	17551	15621	1580	na	Birds
265431	GCF_029582105.1	PRJNA975542	SAMN33408179	JARJVX000000000.1	reference genome	2939378	2939378	Oenanthe melanoleuca	na	GR-GAL-2019-014	latest	Chromosome	Major	Full	2023/04/06	OMel1.0	Swiss Ornithological Institute	GCA_029582105.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/582/105/GCF_029582105.1_OMel1.0	na	na	na	haploid	vertebrate_other	1036256795	1036198595	42.0	31	587	587	NCBI RefSeq	GCF_029582105.1-RS_2023_05	2023-05-24	18947	16429	2118	37097035	Birds
277972	GCF_030490865.1	PRJNA1004590	SAMN35074507	JAUKOI000000000.1	reference genome	48891	48891	Poecile atricapillus	na	bPoeAtr1	latest	Chromosome	Major	Full	2023/07/18	bPoeAtr1.hap1	Vertebrate Genomes Project	GCA_030490865.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/490/865/GCF_030490865.1_bPoeAtr1.hap1	na	na	na	haploid	vertebrate_other	1251116877	1250157952	42.5	41	306	306	NCBI RefSeq	GCF_030490865.1-RS_2023_08	2023-08-11	20627	17743	2533	24973714	Birds
282423	GCF_030936135.1	PRJNA1021185	SAMN37096312	JAVGIZ000000000.1	reference genome	37040	37040	Gavia stellata	na	bGavSte3	latest	Chromosome	Major	Full	2023/08/30	bGavSte3.hap2	Vertebrate Genomes Project	GCA_030936135.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/936/135/GCF_030936135.1_bGavSte3.hap2	na	na	na	haploid	vertebrate_other	1321270170	1321220370	43.0	44	1185	1185	NCBI RefSeq	GCF_030936135.1-RS_2023_09	2023-09-26	17980	16399	1267	na	Birds
285362	GCF_031753505.1	PRJNA1134157	SAMN34535673	JASJUL000000000.1	reference genome	187417	187417	Anomalospiza imberbis	na	Cuckoo-Finch-1a 21T00152	latest	Chromosome	Major	Full	2023/09/22	ASM3175350v1	Brood Parasitic Bird Genomes Consortium	GCA_031753505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/753/505/GCF_031753505.1_ASM3175350v1	na	na	na	haploid	vertebrate_other	1198243876	1198157876	43.5	41	1370	1370	NCBI RefSeq	GCF_031753505.1-RS_2024_07	2024-07-12	25520	16778	8369	na	Birds
299685	GCF_035770615.1	PRJNA1076887	SAMN35847297	JAYKKP000000000.1	reference genome	1914991	44397	Melospiza melodia melodia	na	bMelMel2	latest	Chromosome	Major	Full	2024/01/24	bMelMel2.pri	Vertebrate Genomes Project	GCA_035770615.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/770/615/GCF_035770615.1_bMelMel2.pri	na	na	na	haploid	vertebrate_other	1541245192	1540166094	45.0	33	353	353	NCBI RefSeq	GCF_035770615.1-RS_2024_02	2024-02-16	21141	17176	3275	na	Birds
301435	GCF_036013445.1	PRJNA1103788	SAMN39256628	JAYKXI000000000.1	reference genome	187106	187106	Caloenas nicobarica	na	bCalNic1	latest	Chromosome	Major	Full	2024/01/26	bCalNic1.hap1	Vertebrate Genomes Project	GCA_036013445.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/013/445/GCF_036013445.1_bCalNic1.hap1	na	na	na	haploid	vertebrate_other	1285834579	1285814179	44.5	40	806	806	NCBI RefSeq	GCF_036013445.1-RS_2024_06	2024-06-05	18897	17126	1477	na	Birds
301436	GCF_036013475.1	PRJNA1106885	SAMN38891892	JAYMZD000000000.2	reference genome	8932	8932	Columba livia	breed=racing homer	bColLiv1	latest	Chromosome	Major	Full	2024/04/08	bColLiv1.pat.W.v2	Vertebrate Genomes Project	GCA_036013475.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/013/475/GCF_036013475.1_bColLiv1.pat.W.v2	na	na	na	haploid	vertebrate_other	1325566026	1325519126	42.0	41	869	869	NCBI RefSeq	GCF_036013475.1-RS_2024_05	2024-05-03	22830	17095	5437	na	Birds
302906	GCF_036250125.1	PRJNA1098008	SAMN32739894	JAZAVG000000000.1	reference genome	415032	415032	Pseudopipra pipra	na	bDixPip1	latest	Chromosome	Major	Full	2024/01/31	bDixPip1.hap1	Vertebrate Genomes Project	GCA_036250125.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/250/125/GCF_036250125.1_bDixPip1.hap1	na	na	na	haploid	vertebrate_other	1165201947	1165137347	42.5	33	696	696	NCBI RefSeq	GCF_036250125.1-RS_2024_04	2024-04-18	24218	17114	6791	na	Birds
303976	GCF_036370855.1	PRJNA1099263	SAMN39262816	JAZAQV000000000.1	reference genome	8790	8790	Dromaius novaehollandiae	na	bDroNov1	latest	Chromosome	Major	Full	2024/02/26	bDroNov1.hap1	Vertebrate Genomes Project	GCA_036370855.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/370/855/GCF_036370855.1_bDroNov1.hap1	na	na	na	haploid	vertebrate_other	1468706110	1468680310	44.0	41	271	271	NCBI RefSeq	GCF_036370855.1-RS_2024_04	2024-04-12	24513	17857	6102	na	Birds
304153	GCF_036417665.1	PRJNA1097986	SAMN39255856	JAZGKA000000000.1	reference genome	48849	48849	Passer domesticus	na	bPasDom1	latest	Chromosome	Major	Full	2024/02/07	bPasDom1.hap1	Vertebrate Genomes Project	GCA_036417665.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/417/665/GCF_036417665.1_bPasDom1.hap1	na	na	na	haploid	vertebrate_other	1310114252	1310073852	44.0	39	334	334	NCBI RefSeq	GCF_036417665.1-RS_2024_04	2024-04-09	31465	18191	12906	22018543	Birds
304157	GCF_036417845.1	PRJNA1142514	SAMN39257886	JAYMGQ000000000.1	reference genome	2696672	2696672	Apteryx mantelli	na	bAptMan1	latest	Chromosome	Major	Full	2024/02/06	bAptMan1.hap1	Vertebrate Genomes Project	GCA_036417845.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/417/845/GCF_036417845.1_bAptMan1.hap1	na	na	na	haploid	vertebrate_other	1504396159	1504362159	44.0	43	408	408	NCBI RefSeq	GCF_036417845.1-RS_2024_08	2024-08-08	21410	17430	3582	na	Birds
309525	GCF_036971685.1	PRJNA1123650	SAMN40018840	JBAMBT000000000.1	reference genome	372321	372321	Patagioenas fasciata	na	bPatFas1	latest	Chromosome	Major	Full	2024/03/06	bPatFas1.hap2	Vertebrate Genomes Project	GCA_036971685.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/971/685/GCF_036971685.1_bPatFas1.hap2	na	na	na	haploid	vertebrate_other	1410041145	1401671881	44.0	41	452	452	NCBI RefSeq	GCF_036971685.1-RS_2024_06	2024-06-14	19336	17072	1784	na	Birds
310694	GCF_037042795.1	PRJNA1134154	SAMN38454154	JAXHEC000000000.1	reference genome	84833	84833	Molothrus aeneus	na	106	latest	Chromosome	Major	Full	2024/03/07	BPBGC_Maene_1.0	Brood Parasitic Bird Genomes Consortium	GCA_037042795.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/042/795/GCF_037042795.1_BPBGC_Maene_1.0	na	na	na	haploid	vertebrate_other	1177171786	1177158386	43.0	35	527	527	NCBI RefSeq	GCF_037042795.1-RS_2024_07	2024-07-12	18476	16194	1916	23000817	Birds
312186	GCF_037157495.1	PRJNA1119999	SAMN40289871	JBBBVN000000000.1	reference genome	678569	678569	Lathamus discolor	na	bLatDis1	latest	Chromosome	Major	Full	2024/03/15	bLatDis1.hap1	Vertebrate Genomes Project	GCA_037157495.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/157/495/GCF_037157495.1_bLatDis1.hap1	na	na	na	haploid	vertebrate_other	1241003407	1238793660	42.5	26	367	367	NCBI RefSeq	GCF_037157495.1-RS_2024_06	2024-06-06	21285	16234	4836	na	Birds
326786	GCF_040182565.1	PRJNA1136952	SAMN41386743	JBECYW000000000.1	reference genome	8845	8845	Anser cygnoides	breed=goose	HZ-2024a	latest	Chromosome	Major	Full	2024/06/14	Taihu_goose_T2T_genome	Jiangsu Agri-animal Husbandry Vocational College	GCA_040182565.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/182/565/GCF_040182565.1_Taihu_goose_T2T_genome	na	na	na	haploid	vertebrate_other	1215337776	1215331076	43.0	40	74	74	NCBI RefSeq	GCF_040182565.1-RS_2024_07	2024-07-23	25487	18126	7058	na	Birds
335458	GCF_040807025.1	PRJNA1165802	SAMN42123890	JBFMIB000000000.1	reference genome	8801	8801	Struthio camelus	na	bStrCam1	latest	Chromosome	Major	Full	2024/07/22	bStrCam1.hap1	Vertebrate Genomes Project	GCA_040807025.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/807/025/GCF_040807025.1_bStrCam1.hap1	na	na	na	haploid	vertebrate_other	1452018929	1451995729	44.5	41	262	262	NCBI RefSeq	GCF_040807025.1-RS_2024_10	2024-10-02	23381	17572	5564	na	Birds
339648	GCF_041296385.1	PRJNA1168067	SAMN39956395	JBGGOT000000000.1	reference genome	39617	39617	Aphelocoma coerulescens	na	FSJ_1873_10779	latest	Chromosome	Major	Full	2024/08/16	UR_Acoe_1.0	University of Rochester	GCA_041296385.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/296/385/GCF_041296385.1_UR_Acoe_1.0	na	na	na	haploid	vertebrate_other	1330898477	1330850977	44.5	35	659	659	NCBI RefSeq	GCF_041296385.1-RS_2024_10	2024-10-04	23987	17513	6106	39328063	Birds
372489	GCF_900496995.4	PRJNA556399	SAMEA994725	UFQG00000000.4	reference genome	223781	8962	Aquila chrysaetos chrysaetos	na	na	latest	Chromosome	Major	Full	2021/03/26	bAquChr1.4	Wellcome Sanger Institute	GCA_900496995.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/496/995/GCF_900496995.4_bAquChr1.4	na	na	na	haploid	vertebrate_other	1233704830	1228503570	42.0	28	144	144	NCBI RefSeq	NCBI Aquila chrysaetos chrysaetos Annotation Release 101	2021-04-28	21369	16702	4436	na	Birds
380122	GCF_901933205.1	PRJNA566393	SAMEA5603054	CABFNF000000000.1	reference genome	87175	87175	Camarhynchus parvulus	na	na	latest	Chromosome	Major	Full	2019/09/06	STF_HiC	UPPSALA UNIVERISTY	GCA_901933205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/933/205/GCF_901933205.1_STF_HiC	na	na	na	haploid	vertebrate_other	1051609828	1051517328	42.5	31	1345	1527	NCBI RefSeq	NCBI Camarhynchus parvulus Annotation Release 100	2019-09-19	16830	15747	872	na	Birds
388080	GCF_929443795.1	PRJNA862859	SAMEA8235650	CAKNBG000000000.1	reference genome	8957	8957	Accipiter gentilis	na	na	latest	Chromosome	Major	Full	2022/02/09	bAccGen1.1	WELLCOME SANGER INSTITUTE	GCA_929443795.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/929/443/795/GCF_929443795.1_bAccGen1.1	na	na	na	haploid	vertebrate_other	1398011397	1397974797	44.0	40	454	454	NCBI RefSeq	GCF_929443795.1-RS_2023_02	2023-02-26	19564	16976	2397	na	Birds
401832	GCF_963662255.1	PRJNA1066473	SAMEA9679959	CAVLEW000000000.1	reference genome	127875	127875	Cinclus cinclus	na	na	latest	Chromosome	Major	Full	2023/12/11	bCinCin1.1	WELLCOME SANGER INSTITUTE	GCA_963662255.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/662/255/GCF_963662255.1_bCinCin1.1	na	na	na	haploid	vertebrate_other	1170837027	1170705427	43.0	39	277	277	NCBI RefSeq	GCF_963662255.1-RS_2024_01	2024-01-19	17187	16099	842	na	Birds
403137	GCF_963921805.1	PRJNA1098006	SAMEA8228692	CAWUGV000000000.1	reference genome	9209	9209	Phalacrocorax carbo	na	na	latest	Chromosome	Major	Full	2024/02/09	bPhaCar2.1	WELLCOME SANGER INSTITUTE	GCA_963921805.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/921/805/GCF_963921805.1_bPhaCar2.1	na	na	na	haploid	vertebrate_other	1283623959	1283525359	43.5	36	350	350	NCBI RefSeq	GCF_963921805.1-RS_2024_04	2024-04-09	20814	16906	3728	na	Birds
403149	GCF_963924245.1	PRJNA1079295	SAMEA112468038	CAWUPF000000000.1	reference genome	1192867	1192867	Chroicocephalus ridibundus	na	na	latest	Chromosome	Major	Full	2024/01/20	bChrRid1.1	WELLCOME SANGER INSTITUTE	GCA_963924245.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/924/245/GCF_963924245.1_bChrRid1.1	na	na	na	haploid	vertebrate_other	1417554307	1417461907	44.5	33	728	728	NCBI RefSeq	GCF_963924245.1-RS_2024_02	2024-02-23	19454	16778	2363	na	Birds
403202	GCF_963932015.1	PRJNA1122813	SAMEA112468036	CAWVPS000000000.1	reference genome	28680	28680	Anas acuta	na	na	latest	Chromosome	Major	Full	2024/02/07	bAnaAcu1.1	WELLCOME SANGER INSTITUTE	GCA_963932015.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/932/015/GCF_963932015.1_bAnaAcu1.1	na	na	na	haploid	vertebrate_other	1189296988	1189171107	42.5	39	394	394	NCBI RefSeq	GCF_963932015.1-RS_2024_09	2024-09-19	24772	16993	7477	na	Birds
79796	GCF_002204515.2	PRJNA392114	SAMN07177802	NIGP00000000.1	reference genome	7159	7159	Aedes aegypti	strain=LVP_AGWG	na	latest	Chromosome	Major	Full	2017/06/22	AaegL5.0	Aedes aegypti Genome Working Group (AGWG)	GCA_002204515.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/204/515/GCF_002204515.2_AaegL5.0	na	na	na	haploid-with-alt-loci	invertebrate	1278715314	1278692379	38.0	3	2309	2309	NCBI RefSeq	NCBI Aedes aegypti Annotation Release 101	2017-07-12	19623	14626	4615	30429615	Arthropods
81137	GCF_002237135.1	PRJNA682940	SAMN07271145	NLCU00000000.2	reference genome	139649	139649	Teleopsis dalmanni	na	2A	latest	Chromosome	Major	Full	2020/11/06	ASM223713v2	University of Maryland	GCA_002237135.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/135/GCF_002237135.1_ASM223713v2	na	na	na	haploid	invertebrate	623660103	621290083	30.0	3	19962	25367	NCBI RefSeq	NCBI Teleopsis dalmanni Annotation Release 100	2020-12-07	28488	25647	2372	na	Arthropods
90203	GCF_002706865.2	PRJNA416314	SAMN05845584	MTZO00000000.1	reference genome	69820	69820	Spodoptera litura	strain=Ishihara	na	latest	Chromosome	Minor	Full	2017/10/25	ASM270686v3	Southwest University	GCA_002706865.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/706/865/GCF_002706865.2_ASM270686v3	na	na	na	haploid	invertebrate	429567674	418668461	36.5	31	2396	12413	NCBI RefSeq	NCBI Spodoptera litura Annotation Release 100	2017-11-04	15962	14745	1015	31009677;24057247;28963452	Arthropods
105480	GCF_003254395.2	PRJNA477511	SAMN09259743	QIUM00000000.2	reference genome	7460	7460	Apis mellifera	strain=DH4	na	latest	Chromosome	Major	Full	2018/09/10	Amel_HAv3.1	Uppsala University	GCA_003254395.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/254/395/GCF_003254395.2_Amel_HAv3.1	na	na	na	haploid	invertebrate	225234541	223920927	32.5	16	176	227	NCBI RefSeq	NCBI Apis mellifera Annotation Release 104	2018-09-13	12398	9935	2421	30961563;8417993	Arthropods
109252	GCF_003369915.1	PRJNA623594	SAMN09375764	QNQS00000000.2	reference genome	7229	7229	Drosophila miranda	strain=MSH22	na	latest	Chromosome	Major	Full	2019/09/23	D.miranda_PacBio2.1	Bachtrog Lab, UC Berkeley	GCA_003369915.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/369/915/GCF_003369915.1_D.miranda_PacBio2.1	na	na	na	haploid	invertebrate	287096000	287090273	45.0	7	104	104	NCBI RefSeq	NCBI Drosophila miranda Annotation Release 102	2020-04-08	23864	19112	2964	30059545	Arthropods
113958	GCF_003590095.1	PRJNA497582	SAMN07304761	NKQN00000000.1	reference genome	7111	7111	Trichoplusia ni	na	ovarian cell line Hi5	latest	Chromosome	Major	Full	2018/09/24	tn1	University of Massachusetts Medical School	GCA_003590095.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/590/095/GCF_003590095.1_tn1	na	na	na	haploid	invertebrate	368211209	367266209	35.5	28	1031	1031	NCBI RefSeq	NCBI Trichoplusia ni Annotation Release 100	2018-10-23	17445	15089	1863	29376823	Arthropods
115658	GCF_003672135.1	PRJNA501908	SAMN09281275	QOIP00000000.1	reference genome	2015173	2015173	Ooceraea biroi	na	clonal line C1	latest	Chromosome	Major	Full	2018/10/23	Obir_v5.4	The Rockefeller University	GCA_003672135.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/672/135/GCF_003672135.1_Obir_v5.4	na	na	na	haploid	invertebrate	223876465	223836865	41.5	14	139	139	NCBI RefSeq	NCBI Ooceraea biroi Annotation Release 100	2018-10-31	14128	11927	1828	30249741	Arthropods
115758	GCF_003676215.2	PRJNA503266	SAMN09625554	QORX00000000.2	reference genome	43146	43146	Rhopalosiphum maidis	na	BTI-1	latest	Chromosome	Major	Full	2019/02/06	ASM367621v3	Cornell University	GCA_003676215.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/676/215/GCF_003676215.2_ASM367621v3	na	na	na	haploid	invertebrate	326023155	325976255	27.5	4	220	220	NCBI RefSeq	NCBI Rhopalosiphum maidis Annotation Release 101	2019-02-14	13624	12060	861	na	Arthropods
127687	GCF_004354385.1	PRJNA630747	SAMN11037163	SKCT00000000.1	reference genome	198719	198719	Drosophila innubila	na	TH190305	latest	Chromosome	Major	Full	2019/03/19	UK_Dinn_1.0	University of Kansas	GCA_004354385.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/354/385/GCF_004354385.1_UK_Dinn_1.0	na	na	na	haploid	invertebrate	167978031	167963911	36.5	7	363	363	NCBI RefSeq	NCBI Drosophila innubila Annotation Release 100	2020-05-07	15094	13595	1345	30865231	Arthropods
128588	GCF_004382145.1	PRJNA12217	SAMN06827991	NIGA00000000.1	reference genome	7226	7226	Drosophila mauritiana	strain=mau12	na	latest	Chromosome	Major	Full	2019/04/16	ASM438214v1	University of California, Irvine	GCA_004382145.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/382/145/GCF_004382145.1_ASM438214v1	na	na	na	haploid	invertebrate	152298302	152295502	42.0	6	352	352	NCBI RefSeq	NCBI Drosophila mauritiana Annotation Release 100	2020-04-07	16006	14112	1535	10903372	Arthropods
128589	GCF_004382195.2	PRJNA609127	SAMN06827992	NIFZ00000000.1	reference genome	7238	7238	Drosophila sechellia	strain=sech25	na	latest	Chromosome	Minor	Full	2019/04/16	ASM438219v2	University of California, Irvine	GCA_004382195.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/382/195/GCF_004382195.2_ASM438219v2	na	na	na	haploid	invertebrate	153084571	153080771	42.5	6	378	378	NCBI RefSeq	NCBI Drosophila sechellia Annotation Release 101	2020-03-03	16475	14116	1927	na	Arthropods
133453	GCF_005508785.2	PRJNA547584	SAMN10253041	SDIB00000000.1	reference genome	7029	7029	Acyrthosiphon pisum	na	AL4f	latest	Chromosome	Minor	Full	2019/05/20	pea_aphid_22Mar2018_4r6ur_v2	The University of Texas at Austin	GCA_005508785.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/508/785/GCF_005508785.2_pea_aphid_22Mar2018_4r6ur_v2	na	na	na	haploid	invertebrate	533632392	498064450	29.5	4	21227	21227	NCBI RefSeq	NCBI Acyrthosiphon pisum Annotation Release 103	2021-05-24	20307	17681	2329	31173104	Arthropods
138907	GCF_007210705.1	PRJNA1009447	SAMN02640207	VCGU00000000.1	reference genome	6832	6832	Tigriopus californicus	strain=San Diego	na	latest	Chromosome	Major	Full	2019/07/29	Tcal_SD_v2.1	Scripps Institution of Oceanography	GCA_007210705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/210/705/GCF_007210705.1_Tcal_SD_v2.1	na	na	na	haploid	invertebrate	191142546	187158573	42.0	12	459	459	NCBI RefSeq	GCF_007210705.1-RS_2023_08	2023-08-25	16893	15351	1467	29988158	Arthropods
141731	GCF_008121235.1	PRJNA636507	SAMN11963385	VHIH00000000.1	reference genome	7241	7241	Drosophila subobscura	na	14011-0131.10	latest	Chromosome	Major	Full	2019/08/28	UCBerk_Dsub_1.0	UC Berkeley	GCA_008121235.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/121/235/GCF_008121235.1_UCBerk_Dsub_1.0	na	na	na	haploid	invertebrate	126232139	126220139	45.0	6	31	31	NCBI RefSeq	NCBI Drosophila subobscura Annotation Release 100	2020-06-01	14381	13440	866	na	Arthropods
145363	GCF_009193385.2	PRJNA594415	SAMN12877551	WELF00000000.1	reference genome	7425	7425	Nasonia vitripennis	strain=AsymCx	na	latest	Chromosome	Major	Full	2020/01/30	Nvit_psr_1.1	Caltech	GCA_009193385.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/193/385/GCF_009193385.2_Nvit_psr_1.1	na	na	na	haploid	invertebrate	297309692	297308892	41.0	6	444	444	NCBI RefSeq	NCBI Nasonia vitripennis Annotation Release 104	2020-02-12	15501	13602	1657	32284986	Arthropods
146716	GCF_009650485.2	PRJNA630751	SAMN12703415	WJDZ00000000.2	reference genome	7291	7291	Drosophila albomicans	strain=15112-1751.03	na	latest	Chromosome	Major	Full	2022/08/16	ASM965048v2	University of California Berkeley	GCA_009650485.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/485/GCF_009650485.2_ASM965048v2	na	na	na	haploid	invertebrate	167525814	167525414	38.0	5	219	219	NCBI RefSeq	NCBI Drosophila albomicans Annotation Release 101	2022-11-10	15605	14002	1358	31556453;35485457	Arthropods
